V1,V2,V3,Post
0.25,0.239535069,749,"<p>Regarding shopping cart analysis, I think that the main objective is to individuate the most frequent combinations of products bought by the customers. The <code>association rules</code> represent the most natural methodology here (indeed they were actually developed for this purpose). Analysing the combinations of products bought by the customers, and the number of times these combinations are repeated, leads to a rule of the type ‘if condition, then result’ with a corresponding interestingness measurement. You may also consider <code>Log-linear models</code> in order to investigate the associations between the considered variables.</p>

<p>Now as for clustering, here are some information that may come in handy:</p>

<p>At first consider <code>Variable clustering</code>. Variable clustering is used for assessing collinearity, redundancy, and for separating variables into clusters that can be scored as a single variable, thus resulting in data reduction. Look for the <code>varclus</code> function (package Hmisc in R)</p>

<p>Assessment of the clusterwise stability: function <code>clusterboot</code> {R package  fpc}</p>

<p>Distance based statistics for cluster validation: function <code>cluster.stats</code> {R package  fpc}</p>

<p>As mbq have mentioned, use the silhouette widths for assessing the best number of clusters. Watch <a href=""http://www.google.com/codesearch/p?hl=en#sTQFIWS4uR8/afs/sipb/project/r-project/arch/sun4x_510/lib/R/library/cluster/R-ex/pam.object.R&amp;q=lang%3ar%20%22optimal%20number%20of%20clusters%22&amp;sa=N&amp;cd=6&amp;ct=rc"">this</a>. Regarding silhouette widths, see also the <a href=""http://finzi.psych.upenn.edu/R/library/optpart/html/optsil.html"">optsil</a> function. </p>

<p>Estimate the number of clusters in a data set via the <a href=""http://finzi.psych.upenn.edu/R/library/clusterSim/html/index.GAP.html"">gap statistic</a></p>

<p>For calculating Dissimilarity Indices and Distance Measures see <a href=""http://finzi.psych.upenn.edu/R/library/labdsv/html/dsvdis.html"">dsvdis</a> and <a href=""http://finzi.psych.upenn.edu/R/library/vegan/html/vegdist.html"">vegdist</a></p>

<p>EM clustering algorithm can decide how many clusters to create by cross validation, (if you can't specify apriori how many clusters to generate). <em>Although the EM algorithm is guaranteed to converge to a maximum, this is a local maximum and may not necessarily be the same as the global maximum. For a better chance of obtaining the global maximum, the whole procedure should be repeated several times, with different initial guesses for the parameter values. The overall log-likelihood figure can be used to compare the different final configurations obtained: just choose the largest of the local maxima</em>.
You can find an implementation of the EM clusterer in the open-source project <a href=""http://www.cs.waikato.ac.nz/~ml/weka/"">WEKA</a></p>

<p><a href=""http://zoonek2.free.fr/UNIX/48_R/06.html"">This</a> is also an interesting link.</p>

<p>Also search <a href=""http://www.statsoft.com/textbook/cluster-analysis/#vfold"">here</a> for <code>Finding the Right Number of Clusters in k-Means and EM Clustering: v-Fold Cross-Validation</code></p>

<p>Finally, you may explore clustering results using <a href=""http://had.co.nz/model-vis/"">clusterfly</a> </p>
"
0,0,87813,"<p>Still don't have a good grasp of what you're looking for. But if you're comparing binary classification models I wouldn't recommend just using AUC (a measure of discrimination)            </p>

<p>Usually one uses three metrics together, choosing one from each of the three categories below. :<br>
(1) Global measure:  scaled Brier or N's R-sq. The difference between Brier and N's R-sq may be significant due to different penalty functions<br>
The Brier score is often preferred, but should usually be converted to a scale Brier score (thought this is less of an issue of all analysis on same dataset).<br>
(2) Discrimination: AUC, discrimination slope<br>
(3) Calibration:  calibration slope with calibration or validation graph                   </p>
"
0.133630621,0.12803688,71444,"<p>With the usual definitions of linear and nonlinear with regard to modelling, it's not linearity with respect to the predictors that's the critical aspect, but linearity with respect to the parameters. A nonlinear model is nonlinear because it's not linear in parameters. </p>

<p>For example, the first sentence <a href=""http://en.wikipedia.org/wiki/Nonlinear_regression"">here</a> says:</p>

<blockquote>
  <p>In statistics, nonlinear regression is a form of regression analysis in which observational data are modeled by a function which is a nonlinear combination of the model parameters and depends on one or more independent variables.</p>
</blockquote>

<p>By contrast, <a href=""http://en.wikipedia.org/wiki/Generalized_linear_model"">Generalized <em>Linear</em> Models</a> generally have a nonlinear relationship between response and predictors, but the link-transformed mean response (the <em>linear predictor</em>, $\eta$) is linear in the parameters.</p>

<p>[By that definition, I believe your model is nonlinear in the $\theta$s, though if the $\theta$s are specified (known) then that nonlinearity isn't relevant to estimation. If they're being fitted, then the model is nonlinear.]</p>
"
0.327326835,0.313625024,41819,"<h1>Answer to the question</h1>

<p>First of all, it is important to notice that the quantities $P(X\leq Y)$ and $P(X\lt Y)$ are different, given that the variables are not continuous.</p>

<p>Let $X$ and $Y$ be two independent random variables whose distribution is a mixture of a discrete and a continous distribution such that $P(X=0)=p_1&gt;0$ and $P(Y=0)=p_2&gt;0$. Then by the law of total probability we have that </p>

<p>\begin{eqnarray*}
P(X\leq Y)&amp;=&amp;P(X\leq Y \vert Y=0)P(Y=0)+P(X\leq Y \vert Y&gt;0)P(Y&gt;0)\\
&amp;=&amp; P(X=0)P(Y=0)+P(X\leq Y \vert Y&gt;0)[1-P(Y=0)]\\
&amp;=&amp; p_1p_2 +P(\{X\leq Y\} \cap \{X=0 \cup X&gt;0\} \vert Y&gt;0)(1-p_2).
\end{eqnarray*}</p>

<p>Now, $P(\{X\leq Y\} \cap \{X=0 \cup X&gt;0\} \vert Y&gt;0)=p_1+P(X\leq Y\vert X&gt;0,Y&gt;0)(1-p_1)$. With this, we obtain an expression for $\theta=P(X\leq Y)$ in terms of quantities that we can estimate. Note that</p>

<p>\begin{eqnarray*}
P(X\leq Y\vert X&gt;0,Y&gt;0)=\int_0^{\infty}F_X(y)f_Y(y)dy,
\end{eqnarray*}</p>

<p>where $F_X$ is the CDF of the continuos part $X$ and $f_Y$ is the PDF of the continuos part of $Y$ (In your case, a Lomax distribution).</p>

<p>Now, <strong>how to estimate the parameters?</strong> I am going to use nonlinear squares between the CDFs and the empirical CDFs. This method works in your case given the large sample size. Please, find below an R code for conducting this estimation using a simulated sample of size $n=1000$.</p>

<pre><code>rm(list=ls())
p0 = 0.75
alpha0 = 3
lambda0 = 1

# Function for simulating a Lomax variable
rlomax = function(n,alpha,lambda) return( lambda*( (1-runif(n))^(-1/alpha) - 1 ))

# Simulated data, X and Y
set.seed(1)
ns = 1000
simx = simy = rep(0,ns)

for(i in 1:ns){
u = runif(1)
if(u&lt;p0) simx[i] =  0
else simx[i] = rlomax(1,alpha0,lambda0)
}

for(i in 1:ns){
u = runif(1)
if(u&lt;p0) simy[i] =  0
else simy[i] = rlomax(1,alpha0,lambda0)
}

hist(simx,col=""red"")
hist(simy,add=T,col=""blue"")

# Distribution function of the mixture

FM = function(x,p,alpha,lambda){
temp = x
for(i in 1:length(x)){
if(x[i]==0) temp[i]=p
if(x[i]&gt;0) temp[i] = p + (1-p)*( 1-(1+x[i]/lambda)^(-alpha) )
}
return(temp)
}


ecdfdatx = ecdf(simx)(sort(simx))
ecdfdaty = ecdf(simy)(sort(simy))

Datax = data.frame(sort(simx),ecdfdatx)
Datay = data.frame(sort(simy),ecdfdaty)

# Fit for the first data set

nls_fitx = nls(ecdfdatx ~ FM(sort(simx),p,alpha,lambda), data=Datax, start =     list(p = 0.75, alpha = 3,  lambda = 1) )
nls_fitx
plot(ecdf(simx))
lines(sort(simx), predict(nls_fitx), col = ""red"")

# Fit for the second data set

nls_fity = nls(ecdfdaty ~ FM(sort(simy),p,alpha,lambda), data=Datax, start = list(p =     0.75, alpha = 3,  lambda = 1) )
nls_fity
plot(ecdf(simy))
lines(sort(simy), predict(nls_fity), col = ""red"")
</code></pre>

<p>With this code we obtain estimators of the parameters $(p_1,\alpha_X,\lambda_X,p_2,\alpha_Y,\lambda_Y)$. The remaining step consists of calculating $P(X\leq Y\vert X&gt;0,Y&gt;0)=\int_0^{\infty}F_X(y)f_Y(y)dy$.</p>

<pre><code># remaining quantity

px.h = coef(nls_fitx)[1]
py.h =coef(nls_fity)[1]
ax.h = coef(nls_fitx)[2]
ay.h = coef(nls_fity)[2] 
lx.h = coef(nls_fitx)[3] 
ly.h = coef(nls_fity)[3] 

# Lomax PDF
dlomax = function(x,alpha,lambda) return(alpha*(1+x/lambda)^(-(alpha+1))/lambda)

# Lomax CDF
plomax = function(x,alpha,lambda) return(1-(1+x/lambda)^(-alpha) )

tempf = function(x) plomax(x,ax.h,lx.h)*dlomax(x,ay.h,ly.h)

p.l = integrate(tempf,0,Inf)$value

# Estimator of theta
px.h + p.l*(1-px.h)*(1-py.h)
</code></pre>

<p>Similarly, the estimator of $P(X&lt;Y)$ can be calculated as follows</p>

<pre><code># Estimator of theta2
p.l*(1-px.h)*(1-py.h)
</code></pre>

<p>Then the quantity $P(X\leq Y)$ depends on the probabilities $p_1$ and $p_2$ and therefore this quantity may be misleading. For instance, if $X$ and $Y$ are i.i.d. and $p_1,p_2\approx 1$, we have that $P(X\lt Y)\approx 0$ and $P(X \leq Y)\approx 1$.</p>

<p><strong>My conclusion:</strong> The stress-strength coefficient is not what you need for comparing the performance of both companies.</p>

<h1>How to solve the problem?</h1>

<p>I think this problem can be seen as a <a href=""http://en.wikipedia.org/wiki/Decision_theory"" rel=""nofollow"">decision problem</a>. You have two companies providing a programming service and you want to decide which one is better. Consider the hypothetical case where one of the companies produce a large proportion of codes with zero errors but also that when a code contains errors, it is likely that the number of errors is large. Is this better than a company with a lower proportion of codes with zero errors but smaller positive errors?</p>

<p><em>A toy naive example</em>. Suppose that your decision rule is based on the estimated proportions of 0-error codes as follows:</p>

<ol>
<li>Estimate $p_1$ and $p_2$. If $\hat{p}_1/\hat{p}_2\in(0.9,1.1)$, then proceed to estimate $\theta = P(X&lt;Y)$
using only the positive quantities. If a $95\%$ confidence interval for $\theta$ contains the value $0.5$, then there is no criterion for choosing one of the companies. If this value is not contained in the confidence interval, then choose Company X if $P(X&lt;Y)&gt;0.5$ or Company Y is $P(X&lt;Y)&lt;0.5$.</li>
<li>If the ratio of estimators $\hat{p}_1/\hat{p}_2&lt;0.9$, then choose Company Y.</li>
<li>If the ratio of estimators $\hat{p}_1/\hat{p}_2&gt;1.1$, then choose Company X.</li>
</ol>

<p>This (naive, I repeat) criterion favours companies that produce more 0-error codes and proceeds to select one based on the stress-stress coefficient of the continous part when they seem to produce a similar proportion of 0-error codes.</p>

<p>In order to conduct a proper analysis, one would need to select a proper loss-function based on expert's opinion in order to come up with a reasonable selection criterion. This would require more effort and I think it would fall out of the scope of this site but I hope this answer gives you some help.</p>

<p>Some references of possible interest:</p>

<blockquote>
  <p><a href=""http://www.amazon.co.uk/Statistical-Decision-Bayesian-Analysis-Statistics/dp/0387960988/ref=sr_1_2?s=books&amp;ie=UTF8&amp;qid=1351960851&amp;sr=1-2"" rel=""nofollow"">Statistical Decision Theory and Bayesian Analysis</a></p>
  
  <p><a href=""http://www.amazon.co.uk/Bayesian-Theory-Series-Probability-Statistics/dp/047149464X"" rel=""nofollow"">Bayesian Theory</a></p>
  
  <p><a href=""http://www.amazon.co.uk/Bayesian-Decision-Analysis-Principles-Practice/dp/0521764548/ref=sr_1_1?s=books&amp;ie=UTF8&amp;qid=1351960851&amp;sr=1-1"" rel=""nofollow"">Bayesian Decision Analysis: Principles and Practice</a></p>
</blockquote>

<p>It would also help to check the literature on <a href=""http://en.wikipedia.org/wiki/Software_quality_control"" rel=""nofollow"">Software quality control</a> and see the critera adopted by some companies.</p>
"
0.167038276,0.22406454,41822,"<p><strong>EDIT:</strong>
<em>OK, having spent the last couple of hours checking out some pubs on functional data analysis, I am actually starting to feel a little silly having asked the question in the first place! It's becoming obvious (well. Still a tad -ish but getting there.) - Thanks, @PeterFlom for pointing it out! I'll leave the question up for now, should anyone see something worth looking out for as I venture into FDA with my data...?</em></p>

<p>Here's what I have (this is for voice analysis):</p>

<p>Suppose I have three speakers; each speaker produces say 10 tokens of a particular vowel; I've measured each token and fitted time-normalised 3rd order polynomial curves to the vowel formants (I'm using three formants, which in layman's terms are the frequencies determining the vowel sound, which change over time; the formants are determined by vocal tract shape, so they are interrelated). I have also calculated the average polynomial function to each formant for each speaker, to give me a general idea of what this vowel looks like for each speaker on average, leaving me with a set of three related polynomial functions (one for each vowel formant) for each of the three speakers.</p>

<p>Pictures might help clarify! The first figure shows 10 individual tokens (three time-normalised polynomials (because three formants) per token) for three speakers; the second figure shows the average polynomials for each formant for each speaker. (I've indicated the frequency range of each formant, hope that makes a little clearer what I'm talking about!):</p>

<p><img src=""http://i.stack.imgur.com/91AX1.gif"" alt=""Polynomials for individual tokens for three speakers"">
<img src=""http://i.stack.imgur.com/RhTAf.gif"" alt=""Average polynomials for three speakers""></p>

<p>(You can see that the degree of variability is quite massive within a single speaker; but you can still guess from the graphs that speakers 1 &amp; 2 are very similar, at least in terms of these particular vowel tokens (our guess is they're the same speaker), and speaker 3 is someone else (this we happen to know).)</p>

<p>To start with, I would be happy if I could find a way that would give me a basic distance measure between the average polynomials for each speaker. (Something to say, but in numerical terms, e.g. that speaker 1 and speaker 2's formants look very similar to each other (at least with regards to the first and second formants), but quite different to speaker 3's formants.)</p>

<p>Ideally, I want to be able to compare all the speakers' tokens, where each token is described by three polynomial functions, and get a probability to tell me how likely it is that the speakers are the same, based on their productions for this vowel (i.e. taking into account within-speaker variability). But if someone could just help me with my first question I just might be able to figure everything else out from there!</p>

<p>Thank you so much!</p>
"
0.163663418,0.156812512,57093,"<p>Model the actions of the players instead of the payoffs. That is, predict the probability that a player selects to cooperate at a particular round as a function of previous rounds (if the game is repeated in your setting) and your covariates. I think this makes more causal sense, as the players actually select the actions influenced by whatever, and the payoffs are just a deterministic function of the actions. Furthermore, this makes the output variables binary, which simplifies the analysis, as you do not have to think about the potentially difficult dependence between total payoffs.</p>

<p>I guess it is also probably fine to treat the strategies selected by each player as conditionally independent given the covariates&amp;history, which makes the analysis just simple prediction of a binary variable. On the other hand, one could argue that unobserved variables might lead to dependence. </p>

<p><a href=""http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3435562/"" rel=""nofollow"">Angel Sanchéz</a> has applied logistic regression to modeling the probability of cooperating in Prisoner's dilemma. Their setting is probably somewhat different as it involves multiple players in a network, but you should still take a look to see if their approach can be modified to your setting.</p>
"
0.094491118,0.090535746,201776,"<p>I have to study tolerance intervals for a distribution of a random variable Z that is given by the difference of a normal X minus a (independent) lognormal Y.</p>

<p>To begin with I tried to get an expression for the PDF of Z, but I got stuck in solving the integral </p>

<p>$f_Z(z)=\int_{-\infty}^\infty f_X(x)f_Y(x-z)dx$.</p>

<p>where $f_X$ is the PDF of a normal random variable and $f_Y$ is the PDF of a lognormal RV independent from X. I don't even know if this integral is solvable in terms of elementary functions.</p>

<p>Is there any document I could read to progress in my analysis towards a tolerance interval? Do you believe this kind of distribution is tractable in a theoretical way?</p>

<p>Thank you</p>
"
0.169030851,0.202444083,201787,"<p>I am guessing that the reviewer wanted to see a test of the null-hypothesis that the two hazard ratios are the same. A rejection of that null-hypothesis would support your conclusion. Typically, you do so by estimating one model for both groups, add an interaction term, and look at the test whether that interaction term is 0. </p>

<p>With a Cox model there is a complication that by estimating two separate models you allowed the baseline hazard function to be different for both groups. So combining the two models and adding an interaction term is not exactly equivalent to estimating the two models separately.  </p>

<p>You could use stratification for this, this allows separate baseline hazard functions. So a silly example using Stata:</p>

<pre><code>. sysuse cancer, replace
(Patient Survival in Drug Trial)

. stcox i.drug##c.age, strata(drug) nolog

         failure _d:  died
   analysis time _t:  studytime

 Stratified Cox regr. -- Breslow method for ties

 No. of subjects =           48                  Number of obs    =          48
 No. of failures =           31
 Time at risk    =          744
                                                LR chi2(3)       =       10.73
 Log likelihood  =   -59.372185                  Prob &gt; chi2      =      0.0133

------------------------------------------------------------------------------
          _t | Haz. Ratio   Std. Err.      z    P&gt;|z|     [95% Conf. Interval]
 -------------+----------------------------------------------------------------
        drug |
          2  |          1  (omitted)
          3  |          1  (omitted)
             |
         age |   1.096463   .0533264     1.89   0.058     .9967717    1.206124
             |
  drug#c.age |
          2  |   1.110106   .1132812     1.02   0.306     .9088726    1.355893
          3  |   .9860279   .0992645    -0.14   0.889     .8094646    1.201104
------------------------------------------------------------------------------
                                                            Stratified by drug
</code></pre>

<p>The main effect of drug are omitted because they are captured by the stratification. The main effect of age is the effect of age when you get drug 1, and the interaction effects tell us whether the effect of age differs when you get drug 2 or drug 3 respectively. The tests behind those interaction terms are the ones you would be looking for.</p>
"
0.267261242,0.25607376,231676,"<p>Let the columns of $X$ be $X_1,X_2,\ldots, X_n$, the corresponding entries of $A$ be $a_1, a_2, \ldots, a_n$, the columns of $Y$ be $Y_1, Y_2, \ldots, Y_n$, and the error columns be $e_1, e_2, \ldots, e_n$.</p>

<p>Notice that</p>

<p>$$e_i = Y_i - a_i X_i.$$</p>

<p>Each parameter $a_i$ is involved in only one of these expressions.  Therefore, the sum of squares of the $e_i$, equal to $\sum_{i=1}^n |e_i|^2$, can be minimized by separately and independently finding $a_i$ that minimize the squared norms $|e_i|^2 = e_i^\prime e_i$.  That's a set of $n$ (univariate) regression-through-the-origin problems.  With no constraints on the $a_i$, the solutions would be</p>

<p>$$\hat a_i = \frac{Y_i^\prime X_i}{X_i^\prime X_i}.$$</p>

<p>If any of the $\hat a_i$ lies outside the constraining interval $[0,1]$, the convexity of the objective function shows you only need to examine its values on the boundary $\partial[0,1]=\{0,1\}$. A simple approach is an exhaustive search of both points: that is, compare the values of $|Y_i - X_i|^2$ and $|Y_i|^2$, choosing $\hat a_i = 1$ when the former is smaller and $\hat a_i=0$ otherwise.</p>

<hr>

<p>Here are two examples with $m=100$ rows and $n=5$ columns.  They were generated by creating the $X$ and $A$ matrices randomly and adding random errors to them to obtain $Y$.  Provided the entries in $A$ are all in the range $[0,1]$, the estimated values should be close to the original ones (depending on how large the random errors are).  The left plot in each example is a dotplot of the estimate $\hat a_i$ and the original parameter value $a_i$, enabling visual comparison of the estimates to the parameters.  The right plot in each example is a scatterplot of the residuals of this fit (the $\hat e_i$) against the original errors.  When the constraints are not applied (as in the bottom row), this scatterplot should be tightly focused on the line of equality.  When constraints are applied (the top row), there will be more scatter (contributed by the corresponding columns).</p>

<p><a href=""http://i.stack.imgur.com/7ySTW.png"" rel=""nofollow""><img src=""http://i.stack.imgur.com/7ySTW.png"" alt=""Figure""></a></p>

<hr>

<p>The <code>R</code> code to produce this figure will let you experiment with arbitrary values of $m$ and $n$. The estimate of $A$ consists of four lines exactly paralleling the analysis: computation of the regression coefficient, of the two values at the boundary, and the comparisons needed to select the best one.  It is fast and parallelizable--apart from the plotting step, it will run in seconds even when $n$ is in the millions ($10^6$).</p>

<pre class=""lang-R prettyprint-override""><code>m &lt;- 100
n &lt;- 5
par(mfrow=c(2,2))

for (i in c(23, 19)) {
  #
  # Generate data.
  #
  set.seed(i)
  x &lt;- matrix(rnorm(m*n), m)
  alpha &lt;- rnorm(n, 1/2, 1/2)
  eps &lt;- matrix(rnorm(m*n, 0, 1/4), m)
  y &lt;- t(t(x) * alpha) + eps
  #
  # Compute A.
  #
  a &lt;- colSums(x*y) / colSums(x*x)
  a.0 &lt;- colSums(y*y)
  a.1 &lt;- colSums((y-x)*(y-x))
  a &lt;- ifelse(0 &lt;= a &amp; a &lt;= 1, a, ifelse(a.0 &lt;= a.1, 0, 1))
  #
  # Plot results.
  #
  e &lt;- y - x %*% diag(a)
  u &lt;- rbind(Parameter=alpha, Estimate=a)
  dotchart(u, col=ifelse(abs(u-1/2)&gt;1/2, ""Red"", ""Blue""), cex=0.6, pch=20, 
           xlab=""Parameter value"")
  plot(as.vector(eps), as.vector(e), asp=1, col=""#00000040"", 
       xlab=""Error"", ylab=""Residual"")
}
</code></pre>
"
0.094491118,0.090535746,186659,"<p>Hierarchical Clustering is a clustering algorithm, that can also be used to order elements. Essentially, it will order them such that very similar items are very close.</p>

<p>See the documentation of the <a href=""http://stat.ethz.ch/R-manual/R-devel/library/stats/html/hclust.html"" rel=""nofollow""><code>hclust</code></a> function:</p>

<blockquote>
  <p>Hierarchical cluster analysis on a set of dissimilarities and
       methods for analyzing it.</p>
</blockquote>
"
0.412393049,0.414886909,87851,"<p>Residuals are the errors in the predictions of your linear model for each observation. Because yours is a simple linear model, your errors look a lot like your observations, but they are not <em>exactly</em> identical. Your regression line in the first scatterplot is essentially the same as the horizontal dotted line in your second scatterplot, <code>Residuals vs. Fitted</code>, but angled upward to reflect a positive correlation between year and rainfall, and passing through different coordinates. Hence the pattern only differs between these two scatterplots in terms of that angular rotation and the locations of your coordinates. I.e., your <code>Residuals vs. Fitted</code> scatterplot rotated and relocated the data coordinates so that your scatterplot $x$ and $y$ axes changed from <code>Year</code> and <code>Rainfall</code>, respectively, to:
$$x_{\text{Residuals vs. Fitted}}= \text{Year}\times\text{slope}+\text{intercept }\\\ \
y_{\text{Residuals vs. Fitted}}=\text{Rainfall} - x_{\text{Residuals vs. Fitted}}$$
Thus your slope coefficient determines the change in angle and your intercept coefficient changes the location of the observation pattern in your coordinate space. If either were closer to zero, your patterns would be that much more identical. Either value being exactly zero is a perfectly tolerable and potentially meaningful result for a linear regression. In fact, these represent the null hypotheses of typical $t$ tests for those coefficients, so they have to be tolerable and interpretable results – otherwise, one could not really try to falsify those nulls this way (however, regression is not a <a href=""http://en.wikipedia.org/wiki/Statistical_hypothesis_testing#Null_hypothesis_statistical_significant_testing_vs_hypothesis_testing"" rel=""nofollow"">NHST</a> inherently).</p>

<p>@Penguin_Knight's answer is a useful alternative phrasing of my point here, with an additional consideration of multiple regression, which you may want to consider if you have other independent variables you'd like to relate to rainfall. @charles' answer is an interesting response to whether you should've used this particular model. Building on that, here are some other points to consider:</p>

<ul>
<li><p>Your <code>Residuals vs. Fitted</code> plot has a convex, <a href=""http://en.wikipedia.org/wiki/Local_regression"" rel=""nofollow"">locally weighted scatterplot smoothing</a> (<a href=""/questions/tagged/loess"" class=""post-tag"" title=""show questions tagged &#39;loess&#39;"" rel=""tag"">loess</a>) line drawn through it, if I'm not mistaken. Because it's convex, you might want to try <a href=""http://en.wikipedia.org/wiki/Polynomial_regression"" rel=""nofollow"">polynomial regression</a> or other <a href=""/questions/tagged/curve-fitting"" class=""post-tag"" title=""show questions tagged &#39;curve-fitting&#39;"" rel=""tag"">curve-fitting</a> approaches if you can get more data...but with 21 observations only (one per year, right?), these are exercises in <a href=""/questions/tagged/overfitting"" class=""post-tag"" title=""show questions tagged &#39;overfitting&#39;"" rel=""tag"">overfitting</a>. Their utility depends on your purpose.</p>

<ul>
<li>I tried eyeballing your <code>Rainfall</code> data as roughly the following: <code>Rainfall=c(45,36,53,52,52,43,41,47,55,54,68,47,63,42,57,50,61,60,65,55,47)</code><br> then tried <code>summary(lm(Rainfall~Year+Year2))</code> where <code>Year=1990:2010</code> and <code>Year2=scale(Year,scale=F)^2</code> (Can't seem to square <code>Year</code> inside <code>lm()</code>...). Here's what I got:
$$\text{Rainfall}=.64\times\text{Year}-.05\times\text{Year}^2-122$$
This worsened the model's $F$ and $R^2$, and with $t_{(18)}=-.99,p=.34$ for the quadratic term, I wouldn't reject a null hypothesis that denies a curvilinear relationship, but it is prettier:<img src=""http://i.stack.imgur.com/h0WXR.png"" alt="""">produced with <code>curveplot(Year,Rainfall)</code> where<br>
<code>curveplot=function(x,y){plot(x,y);x2=scale(x,scale=F)^2; lines(x,predict(lm(y~x+x2)))
lines(x,predict(lm(y~x+x2),interval='confidence')[,2],lty=3)  #(these two lines plot
lines(x,predict(lm(y~x+x2),interval='confidence')[,3],lty=3)} #</code>(95% <a href=""/questions/tagged/confidence-interval"" class=""post-tag"" title=""show questions tagged &#39;confidence-interval&#39;"" rel=""tag"">confidence-interval</a>s)<br><br>
You may want to run this function on your actual data, since my eyeballs distorted your <code>Rainfall</code> data...or you might not. It's a more complex model, it might be overfitted, and there's really not enough evidence of a curvilinear trend. If you were modeling a longer period of time or trying to predict rainfall for years outside 1990–2010, it's almost certain that you wouldn't want a quadratic <code>Year</code> term, because it causes the $\lim_{\text{Year}\rightarrow\pm\infty}=-\infty$ (so long as it's negative, as here). Hence I only suggest it in case you want to describe the gradually decreasing slope in this specific time frame with a relatively simplistic model (e.g., as evidence against a strong curve). Also, I wanted to show off a simple confidence interval plot!</li>
</ul></li>
<li><p>If you have more precise information about the times of your observations – e.g., if they weren't <em>exactly</em> annual, and you know how many days/weeks/months short of a full year each observation of <code>Rainfall</code> pertains to – you might want to improve the precision of your <code>Year</code> values, because a simple linear regression model fit with OLS assumes your variables are continuous. E.g., if 1995's observation pertains to the sum of rainfall measurements beginning <em>after</em> the last rainfall measurement of 1994 on December 25 and ending with the last rainfall of 1995 on December 6, you might consider setting the value of <code>Year</code> corresponding to that sixth observation of <code>Rainfall</code> to be $\frac{346}{365}$ higher than the previous value, not exactly 1 higher. You might not want to either; it complicates your work, and it shouldn't matter much as long as the real time differences between your observations don't vary too much. </p>

<p>Annual rainfall measurements between 35–70mm implies incredible aridity though – <a href=""http://en.wikipedia.org/wiki/Climate_of_Antarctica#Precipitation"" rel=""nofollow"">even Antarctica gets more precipitation than that, mostly</a>. Even if you actually meant <em>centimeters</em>, <a href=""http://www.ucmp.berkeley.edu/exhibits/biomes/deserts.php"" rel=""nofollow"">this is probably still a desert</a>. If it's not raining often in your region of interest, your real time differences between observations might vary widely. If you can preserve that information, you should. Also, if you have info on separate observations within years that you are summing to simplify your analysis, bear in mind that this is reducing the accuracy of your model too. Annual rainfall accumulates as a <a href=""/questions/tagged/nonlinear"" class=""post-tag"" title=""show questions tagged &#39;nonlinear&#39;"" rel=""tag"">nonlinear</a> function of day-of-year, and in arid climates, <a href=""/questions/tagged/zero-inflation"" class=""post-tag"" title=""show questions tagged &#39;zero-inflation&#39;"" rel=""tag"">zero-inflation</a> may be useful to incorporate in the model, because many days won't see any rain. </p>

<p>If you can model <code>Rainfall</code> over time with disaggregated measurements and specific dates, you'll also have to worry more about seasonal cycles after all, following charles' original reasoning. Never fear though; we'll be happy to help you pick the right model for that kind of data too, if you describe its disaggregated nature in a separate question (i.e., I wouldn't try to change this question to describe it). If your data is necessarily aggregated to the annual level, and if you don't have specific measurement dates, you can disregard most of this point, unfortunately.</p></li>
<li><p>Another problem with OLS regression for these data may be implied by your <code>Normal Q-Q</code> plot. OLS regression also assumes normally distributed residuals. It looks like yours have excess <a href=""/questions/tagged/kurtosis"" class=""post-tag"" title=""show questions tagged &#39;kurtosis&#39;"" rel=""tag"">kurtosis</a>, though maybe not too much. Regardless, you might consider <a href=""/questions/tagged/robust"" class=""post-tag"" title=""show questions tagged &#39;robust&#39;"" rel=""tag"">robust</a> or <a href=""/questions/tagged/nonparametric"" class=""post-tag"" title=""show questions tagged &#39;nonparametric&#39;"" rel=""tag"">nonparametric</a> alternatives to OLS linear regression. Some sacrifice power, but you might prefer to play it safe.</p></li>
</ul>
"
