postid,postdate,tag,TFMvalue,comparitive_count,Normalized_count,text_entropy,concept_entropy,UMASS(coherence),TFIDF(informativeness),polarity,normalized_text_entropy,normalized_concept_entropy,normalized_UMASS,normalized_TFIDF,normalized_polarity,tagtext,posttext
1543,1328777460,0,0.666666667,0,0,0,4.330359561,0.586162334,2.113856583,0,0,4.330359561,0.586162334,2.113856583,0,loops,"It's better to use an Iterator when you want to remove element from a list because the source code of remove isso ,if you remove an element from the list, the list will be restructure ,the other element's index will be changed, this can result something that you want to happened."
1544,1358978460,0,0.857142857,2,0.033333333,4.298794911,0,1.1,1.810235633,0,4.298794911,0,1.1,1.810235633,0,loops,"Here is a clean way to remove say, all occurrences of 0 in a list. You clone the list and iterate through that list while you remove from the original list. A bit cleaner than the top answer."
1545,1294948500,0,0.5,0,0,4.381957768,0,0.636895417,1.756130203,2,4.381957768,0,0.636895417,1.756130203,2,loops,FWIW there is a proposed enhancement to make this easier: 
1546,1242810420,0,0.666666667,6,0.1,4.349875457,0,0.482246404,0.761102786,1,4.349875457,0,0.482246404,0.761102786,1,loops,"I've got a nested loop construct like this: Now how can I break out of both loops. I've looked at similar questions, but none concerns Java specifically. I couldn't apply these solutions because most used gotos. I don't want to put the inner loop in a different method. Update: I don't want to rerun the loops, when breaking I'm finished with the execution of the loop block."
1547,1242810660,0,0.777777778,2,0.033333333,4.266387111,0,0.445141457,0.557704628,0,4.266387111,0,0.445141457,0.557704628,0,loops,"(EDIT: Like other answerers, I'd definitely to put the inner loop in a different method. This answer just shows how the requirements in the question can be met.) You can use with a label for the outer loop. For example: This prints:"
1548,1321295160,0,0.75,3,0.05,4.276009386,0,0.683611901,0.542463011,0,4.276009386,0,0.683611901,0.542463011,0,loops,Technically the correct answer is to label the outer loop. In practice if you want to exit at any point inside an inner loop then you would be better off externalizing the code into a method (a static method if needs be) and then call it. That would pay off for readability.The code would become something like that:Matching the example for the accepted answer:
1549,1242810720,0,0.666666667,0,0,2.75,0,0.442386208,0.106638028,0,2.75,0,0.442386208,0.106638028,0,loops,You can use a named block around the loops:
1550,1323280320,0,0.833333333,1,0.016666667,4.367211468,0,0.489784983,1.986446137,-1,4.367211468,0,0.489784983,1.986446137,-1,loops,I never use labels. It seems like a bad practice to get into. Here's what I would do:
1551,1242810660,0,0.75,0,0,4.282778545,3.690260391,0.392762723,3.661662264,1,4.282778545,3.690260391,0.392762723,3.661662264,1,loops,you can use labels;
1552,1242819780,0,0.75,0,0,4.294303179,3.690260391,0.409052321,1.574052203,-1,4.294303179,3.690260391,0.409052321,1.574052203,-1,loops,maybe with a function?
1553,1242810660,0,0.875,0,0,4.125011263,3.864224733,0.571910263,1.478595308,0,4.125011263,3.864224733,0.571910263,1.478595308,0,loops,"You can use a temporary variable: Depending on your function, you can also exit/return from the inner loop:"
1554,1328421840,0,0.8,1,0.016666667,4.302074196,4.552425979,0.431437843,2.004752214,-1,4.302074196,4.552425979,0.431437843,2.004752214,-1,loops,"I needed to do a similar thing, but I chose not to use the enhanced for loop to do it."
1555,1378937640,0,0.75,0,0,4.220479277,4.365336764,0.39270906,1.514445472,1,4.220479277,4.365336764,0.39270906,1.514445472,1,loops,
1556,1387666560,0,0.75,1,0.016666667,4.354902836,0,0.520629887,1.215144765,1,4.354902836,0,0.520629887,1.215144765,1,loops,"If you don't likes ands, you can use a ""traditional"" for loop instead the for-in, with an extra abort condition:"
1557,1350474600,0,0.8,0,0,4.354902836,0,0.520629887,1.215144765,1,4.354902836,0,0.520629887,1.215144765,1,loops,You just use label for breaking inner loops
1558,1367125680,0,0.666666667,0,0,4.471489446,0,0.547969835,2.660198802,-4,4.471489446,0,0.547969835,2.660198802,-4,loops,
1559,1367953020,0,0.666666667,0,0,4.098784427,0,0.383886813,1.460649977,0,4.098784427,0,0.383886813,1.460649977,0,loops,"Check if the inner loop is exited with an if statement, by checking the inner loop's variable. You could also create another variable such as a boolean to check if the inner loop is exited.In this example it uses the inner loop's variable to check if it has been exited:"
1560,1400682780,0,0.6,1,0.016666667,4.313362583,0,0.361399087,1.764462731,1,4.313362583,0,0.361399087,1.764462731,1,loops,"You can break from all loops without using any label: and flags. It's just tricky solution. Here condition1 is the condition which is used to break from loop K and J.And condition2 is the condition which is used to break from loop K , J and I. For example: public class BreakTesting { public static void main(String[] args) { }}"
1561,1401626460,0,0.833333333,0,0,4.287159879,0,0.610528641,3.616451967,1,4.287159879,0,0.610528641,3.616451967,1,loops,Use Labels. Refer this article
1562,1405097160,0,0.8,2,0.033333333,4.124067291,0,0.399509038,2.099915655,1,4.124067291,0,0.399509038,2.099915655,1,loops,Use condition as a flag for when you are done processing. Then the inner loop only continues on while the condition has not been met. Either way the outer loop will keep on chuggin'. 
1563,1285855620,0,0.7,1,0.016666667,3.982471803,0,0.420064284,1.891868702,2,3.982471803,0,0.420064284,1.891868702,2,loops,"I'm a teacher, and yesterday a student wrote the following code: We know he should have writen just or, but on it should first attribute x to itself, and later increment x. Why does x continue with 0 as value? Here's the bytecode: I'll read about the to try to understand..."
1564,1285859340,0,0.666666667,15,0.25,4.305059049,3.754441846,0.552907261,1.501676323,2,4.305059049,3.754441846,0.552907261,1.501676323,2,loops,": Originally I posted C# code in this answer for purposes of illustration, since C# allows you to pass parameters by reference with the keyword. I've decided to update it with actual legal Java code using the first class I found on Google to sort of approximate what does in C#. I can't really tell if that helps or hurts the answer. I will say that I personally haven't done all that much Java development; so for all I know there could be much more idiomatic ways to illustrate this point. Perhaps if we write out a method to do the equivalent of what does it will make this clearer. Right? Increment the value passed and return the original value: that's the definition of the postincrement operator. Now, let's see how this behavior plays out in your example code:does what? Increments, yes. And then. This return value then gets assigned to. So the order of values assigned to is 0, then 1, then 0. This might be clearer still if we re-write the above: Your fixation on the fact that when you replace on the left side of the above assignment with, ""you can see that it first increments x, and later attributes it to y"" strikes me as confused. It is not that is being assigned to; it is. Really, injecting makes things no different from the scenario above; we've simply got: So it's clear: effectively does not change the value of x. It always causes x to have the values x , then x+ 1, and then xagain. : Incidentally, lest you doubt that ever gets assigned to 1 ""between"" the increment operation and the assignment in the example above, I've thrown together a quick demo to illustrate that this intermediate value does indeed ""exist,"" though it will never be ""seen"" on the executing thread. The demo calls in a loop while a separate thread continuously prints the value of to the console. Below is an excerpt of the above program's output. Notice the irregular occurrence of both 1s and 0s."
1565,1285855980,0,0.666666667,2,0.033333333,4.292917397,4.533493783,0.569174496,2.804135604,7,4.292917397,4.533493783,0.569174496,2.804135604,7,loops," works in the following way: So, the sequence of events looks like follows (it's an actual decompiled bytecode, as produced by, with my comments): For comparison,:"
1566,1285856100,0,0.833333333,2,0.033333333,4.476371146,4.50812831,0.525599632,1.530465262,0,4.476371146,4.50812831,0.525599632,1.530465262,0,loops,"This happens because the value of doesn't get incremented at all. is equivalent to Explanation: Let's look at the byte code for this operation. Consider a sample class: Now running the class disassembler on this we get: Now the is stack based which means for each operation, the data will be pushed onto the stack and from stack the data will popped out to perform the operation. There is also another data structure, typically an array to store the local variables. The local variables are given ids which are just the indexes to the array. Let us look at the in method: Hence the value of does not change resulting in the infinite loop."
1567,1285856820,0,0.666666667,0,0,3.615817595,3.690260391,0.276076304,1.311482845,0,3.615817595,3.690260391,0.276076304,1.311482845,0,loops,"However "" "" has a lower operator precedence than "" "". So should evaluate as follows"
1568,1285857420,0,0.5,1,0.016666667,4.340496418,4.629636044,0.682101547,1.530598392,1,4.340496418,4.629636044,0.682101547,1.530598392,1,loops,"None of the answers where quite spot on, so here goes: When you're writing, you're not assigning to be itself at the new value, you're assigning to be the return value of the expression. Which happens to be the original value of, as hinted in . For fun, test the following code: The result will beThe return value of the expression is the initial value of, which is zero. But later on, when reading the value of, we receive the updated value , that is one."
1569,1285860780,0,0.666666667,1,0.016666667,4.30117099,4.50812831,1.1,1.484725311,-1,4.30117099,4.50812831,1.1,1.484725311,-1,loops,"It has been already explained well by other. I just include the links to the relevant Java specification sections. x = x++ is an expression. Java will follow the.It will first evaluate the expression x++, which.Then it will to the variable x. At the end, x is back at its previous value."
1570,1285855800,0,0.894736842,2,0.033333333,4.267862645,3.984054407,0.53337933,2.178284194,1,4.267862645,3.984054407,0.53337933,2.178284194,1,loops,This statement: evaluates like this: So the value is unchanged. Compare that to: which evaluates as: What you want is:
1571,1285856820,0,0.666666667,0,0,4.157488676,4.18350319,0.442868969,2.303530031,4,4.157488676,4.18350319,0.442868969,2.303530031,4,loops,"FromTo illustrate, try the following: Which will print 1 and 0."
1572,1285856160,0,0.666666667,2,0.033333333,4.311577222,0,0.486133248,1.651224977,-2,4.311577222,0,0.486133248,1.651224977,-2,loops,You're effectively getting the following behavior. The idea being that the post-increment operator (x++) increments that variable in question AFTER returning its value for use in the equation it's used in. Edit: Adding a slight bit because of the comment. Consider it like the following.
1573,1285855860,0,0.75,4,0.066666667,4.093803873,0,0.493376177,1.57717746,-1,4.093803873,0,0.493376177,1.57717746,-1,loops,This is because it never gets incremented in this case. will use the value of it first before incrementing like on this case it will be like: But if you do this will increase.
1574,1285906200,0,0.714285714,1,0.016666667,4.231778574,0,0.527575011,1.458681486,1,4.231778574,0,0.527575011,1.458681486,1,loops,You don't really need the machine code to understand what's happending. According the definitions: It is pretty simple.
1575,1285971480,0,0.6,1,0.016666667,4.007844828,4.120300687,0.265794444,1.990446974,0,4.007844828,4.120300687,0.265794444,1.990446974,0,loops,"The answer is pretty straightforward. It has to do with the order things are evaluated. returns the value then increments. Consequently, the value of the expression is. So you are assigning each time in the loop. Certainly increments this value, but that happens before the assignment."
1576,1285856100,0,0.666666667,0,0,4.221648936,0,0.575411004,1.430601693,0,4.221648936,0,0.575411004,1.430601693,0,loops,"The value stays at 0 because the value of is 0. In this case it doesn't matter if the value of is increased or not, the assignment is executed. This will overwrite the temporary incremented value of (which was 1 for a ""very short time"")."
1577,1285857540,0,0.857142857,1,0.016666667,4.117906611,0,0.421686181,1.429352745,0,4.117906611,0,0.421686181,1.429352745,0,loops,This works how you expect the other one to.It's the difference between prefix and postfix.
1578,1285856160,0,0.75,4,0.066666667,2.321928095,0,0.464472346,1.620731563,0,2.321928095,0,0.464472346,1.620731563,0,loops,"Think of x++ as a function call that ""returns"" what X was the increment (that's why it's called a post-increment). So the operation order is: 1: cache the value of x before incrementing 2: increment x 3: return the cached value (x before it was incremented) 4: return value is assigned to x"
1579,1285888500,0,0.666666667,1,0.016666667,4.20259841,0,0.476975145,1.557695926,2,4.20259841,0,0.476975145,1.557695926,2,loops,"When the ++ is on the rhs, the result is returned before the number is incremented.Change to ++x and it would have been fine.Java would have optimised this to perform a single operation (the assignment of x to x) rather than the increment."
1580,1322305680,0,0.75,1,0.016666667,4.318938339,0,0.434005772,2.059267175,5,4.318938339,0,0.434005772,2.059267175,5,loops,So: Whereas So: Of course the end result is the same as just or on a line by itself.
1581,1285867800,0,0.833333333,0,0,4.271881571,4.273080943,0.509471376,4.402442103,3,4.271881571,4.273080943,0.509471376,4.402442103,3,loops,because of above statement x never reaches 3;
1582,1285876500,0,0.928571429,8,0.133333333,4.429599881,4.384038364,0.509768255,1.167580935,1,4.429599881,4.384038364,0.509768255,1.167580935,1,loops,"I wonder if there's anything in the Java spec that precisely defines the behavior of this. (The obviously implication of that statement being that I'm too lazy to check.) Note from Tom's bytecode, the key lines are 7, 8 and 11. Line 7 loads x into the computation stack. Line 8 increments x. Line 11 stores the value from the stack back to x. In normal cases where you are not assigning values back to themselves, I don't think there would be any reason why you couldn't load, store, then increment. You would get the same result. Like, suppose you had a more normal case where you wrote something like:z=(x++)+(y++); Whether it said (pseudocode to skip technicalities) or should be irrelevant. Either implementation should be valid, I would think. I'd be extremely cautious about writing code that depends on this behavior. It looks very implementation-dependent, between-the-cracks-in-the-specs to me. The only time it would make a difference is if you did something crazy, like the example here, or if you had two threads running and were dependent on the order of evaluation within the expression."
1583,1285916400,0,0.666666667,1,0.016666667,4.339938537,0,1.1,1.274257959,1,4.339938537,0,1.1,1.274257959,1,loops,I think because in Java ++ has a higher precedence than = (assignment)...Does it?Look at... The same way if you write x=x+1...+ has a higher precedence than = (assignment)
1584,1285951080,0,0.666666667,2,0.033333333,4.36426306,4.098652005,0.569623609,2.454623064,-1,4.36426306,4.098652005,0.569623609,2.454623064,-1,loops,"The expression evaluates to. The part affect the value after the, not after the. so is effectively translated into"
1585,1285982160,0,0.666666667,8,0.133333333,4.498585067,4.074643374,0.513163463,1.456954921,1,4.498585067,4.074643374,0.513163463,1.456954921,1,loops,"Well as far as I can see, the error occurs, due to the assignment overriding the incremented value, with the value prior to incrementation, i.e. it undoes the increment. Specifically, the ""x++"" expression, has the value of 'x' prior to increment as opposed to ""++x"" which has the value of 'x' after incrementation. If you are interested in investigating the bytecode, we will take a look at the three lines in question: 7: iload_1 # Will put the value of the 2nd local variable on the stack8: iinc 1,1 # will increment the 2nd local variable with 1, note that it leaves the stack untouched! 9: istore_1 # Will pop the top of stack and save the value of this element to the 2nd local variable (You can read the effects of each JVM instruction) This is why the above code will loop indefinitely, whereas the version with ++x will not.The bytecode for ++x should look quite different, as far as I remember from the 1.3 Java compiler I wrote a little over a year ago, the bytecode should go something like this: So just swapping the two first lines, changes the semantics so that the value left on the top of stack, after the increment (i.e. the 'value' of the expression) is the value after the increment."
1586,1291980540,0,0.857142857,1,0.016666667,4.200435296,0,0.496861613,1.230389883,-1,4.200435296,0,0.496861613,1.230389883,-1,loops,The increment operator is applied to the same variable as you are assigning to. That's asking for trouble. I am sure that you can see the value of your x variable while running this program.... that's should make it clear why the loop never ends.
1587,1285919940,0,0.75,1,0.016666667,4.081567722,0,1.1,1.090181757,1,4.081567722,0,1.1,1.090181757,1,loops,"Before incrementing the value by one, the value is assigned to the variable."
1588,1285953780,0,0.714285714,3,0.05,4.126570633,0,0.468949197,1.501873978,0,4.126570633,0,0.468949197,1.501873978,0,loops,"It's happening because it's post incremented. It means that the variable is incremented after the expression is evaluated. x is now 10, but y is 9, the value of x before it was incremented. See more in."
1589,1232881500,0,0.826086957,1,0.016666667,4.207995138,0,0.428382015,1.794648632,3,4.207995138,0,0.428382015,1.794648632,3,loops,"Is there a way in Java's for-each loop to find out how often the loop has already been processed? Aside from using using the old and well-known-loop, is the construct the only way to have such a counter available in a for-each loop?"
1590,1232883360,0,0.888888889,2,0.033333333,4.397693512,0,0.499185172,1.362257144,0,4.397693512,0,0.499185172,1.362257144,0,loops,"Yes, you'll have to provide your own counter. The reason for this is that the for-each loop internally does not a counter; it is based on the interface, i.e. it uses an to loop through the ""collection"" - which may not be a collection at all, and may in fact be something not at all based on indexes (such as a linked list)."
1591,1313511060,0,0.714285714,2,0.033333333,4.166713009,0,0.546357709,1.665472611,1,4.166713009,0,0.546357709,1.665472611,1,loops,"Looking through some old company code, I came across a for loop that looks like this: I tried Google but couldn't find any answers. Did I fall asleep in a programming class or is this an unusual loop?"
1592,1313511840,0,0.866666667,7,0.116666667,4.19095262,3.787301737,0.467402266,2.374275734,2,4.19095262,3.787301737,0.467402266,2.374275734,2,loops,"A loop in java has the following structure -As you can see, there are four statements here -Basically this is how the execution follows - first, when the loop is entered for the first time, the initialization statement is executed once. Then the conditional check is executed to see if it evaluated to true. If it is, then the the loop body is executed, otherwise the loop execution is finished. After that, the Increment statement is executed. Next, the conditional check is executed again, and if it evaluates to true, then again the loop body is executed, then incremental statement is executed, then again the conditional check....you get the picture. Now about your syntax. It has no initialization statement, so nothing will be executed. It's conditional check statement is also empty, so which means it evaluates to true. After that the loop body is executed. Next, since the incremental statement is empty, nothing is executed. Then the conditional check is performed again which will again evaluates to true and then this whole process will again repeat. So you see, this is basically an infinite loop which has no initialization statement, whose conditional check will always evaluates to true, and which has no incremental statement. This is equivalent to -which is another popular loop construct in java. When you use an infinite loop like this, it's important pay attention to the breaking condition as in most cases you can't let a loop to run indefinitely. To break out of these kinds of loops, you can use the statement. The structure is as follows -or"
1593,1313511180,0,0.666666667,2,0.033333333,3.979816105,3.690260391,0.370088719,0.988458534,0,3.979816105,3.690260391,0.370088719,0.988458534,0,loops,"This is the same as: Basically, an alternate syntax for an infinite loop."
1594,1313513400,0,0.75,1,0.016666667,4.043937189,0,0.428011286,1.395795179,2,4.043937189,0,0.428011286,1.395795179,2,loops,These are all infinite loops
1595,1313511240,0,0.75,0,0,4.117271257,0,0.421742517,1.844496819,1,4.117271257,0,0.421742517,1.844496819,1,loops,This loop has no guard and acts as a while(true) loop. It will loop infinitely until a break.
1596,1313511360,0,0.875,3,0.05,4.081421098,0,0.573796703,1.737041874,2,4.081421098,0,0.573796703,1.737041874,2,loops,"It's an infinite loop. The initialization, condition, and increment statements are all optional, so without any of them, this will always loop again (unless a break is hit or some other construct interacts with it). Although I'm unsure about Java, explains how in .Net your empty and a will be compiled to exactly the same thing. I would not be surprised if Java does as well."
1597,1313511660,0,0.8,1,0.016666667,4.26040655,3.690260391,0.492017184,1.082145555,0,4.26040655,3.690260391,0.492017184,1.082145555,0,loops,It's an infinite loop.Not exactly good coding because it isn't intuitive that is would actually compile or not throw a runtime error.Rewriting as would be much more readable to indicate a infinite loop. 
1598,1359407460,0,0.8,0,0,4.373666542,0,0.809978677,2.076369325,-1,4.373666542,0,0.809978677,2.076369325,-1,loops,I'm doing some research about Java and find this very confusing: This is never ending loop! Anybody has good explanation why such thing happens?
1599,1359407520,0,0.833333333,9,0.15,4.268037259,0,0.4476631,2.465896766,1,4.268037259,0,0.4476631,2.465896766,1,loops,"The above loop is essentially the same as: - the 3part of your statement -, is evaluated as: - You need to remove the assignment from there, to make it work: - (On OP request from Comments) As far as your issue as specified in the comment is concerned, the result of the following expression: - is obtained as follows: - Let's mark different parts of the second statement: - Now, first the RHS part will be evaluated, and then the final result will be assignmed to. So, let's move ahead. First is evaluated: - Now, since the assignment of to is not done here, the 3rd step is not performed. Now, move to evaluation: - Now, to get the value of, we need to do the last assignment that we left in the evaluation of and, because now is the value being assigned in. For that, we need to replace: - So,, becomes: - Wonder why the replacement is done as and not, as in case of. Take a deep look at part, specially the last assignment: - if you consider to be here, then the above assignment can be broken into these steps: - Now, for the current problem, it is same as: - I hope that makes it clear."
1600,1359407520,0,0.666666667,1,0.016666667,4.185311071,4.182791186,0.398169728,1.521853669,0,4.185311071,4.182791186,0.398169728,1.521853669,0,loops,"You're using post-increment:, it means something like this: because: That is why you have the old value. For-loop done right:"
1601,1359407520,0,0.833333333,0,0,4.250809729,0,1.1,1.777204863,1,4.250809729,0,1.1,1.777204863,1,loops,because of i=i++
1602,1359407520,0,0.75,1,0.016666667,4.094615583,0,0.528369474,1.999625962,2,4.094615583,0,0.528369474,1.999625962,2,loops,"i++ will report the value of i, and THEN increment. This also means that you don't need to set i equal to i++, just change to"
1603,1377284400,0,0.666666667,7,0.116666667,4.346723183,3.323231429,0.481709613,2.315170815,1,4.346723183,3.323231429,0.481709613,2.315170815,1,loops,"Being somewhat new to the Java language I'm trying to familiarize myself with all the ways (or at least the non-pathological ones) that one might iterate through a list (or perhaps other collections) and the advantages or disadvantages of each.Given a object, I know of the following ways to loop through all elements:Added ListIteratorAdded ""functional-style"" solution (thanks Dave Newton) What other ways are there, if any? I feel like this has got to be a duplicate, but I haven't been able to find what I'm looking for, so I apologize for this question potentially being redundant.(BTW, my interest does not stem at all from a desire to; I just want to know what forms are available to me as a developer.)Moved ListIterationExample.java to a suggested answer"
1604,1377286140,0,0.8,12,0.2,4.328924699,0,1,3.446520942,-8,4.328924699,0,1,3.446520942,-8,loops,"The three forms of looping are nearly identical. The enhanced loop: is, according to the, in effect to the explicit use of an iterator with a traditional loop. In the third case, you can only modify the list contents by removing the current element, and then only if you do it through the method of the iterator itself. With index-based iteration, you are free to modify the list in any way. However, adding or removing elements that come before the current index risks having your loop skipping elements or processing the same element multiple times; you need to adjust the loop index properly when you make such changes. In all cases, is a reference to the actual list element. None of the iteration methods makes a copy of anything in the list. Changes to the internal state of will always be seen in the internal state of the corresponding element on the list. Essentially, there only two ways to iterate over a list: by using an index or by using an iterator. The enhanced for loop is just a syntactic shortcut introduced in Java 5 to avoid the tedium of explicitly defining an iterator. For both styles, you can come up with essentially trivial variations using, or blocks, but they all boil down to the same thing (or, rather, two things). EDIT: As @iX3 points out in a comment, you can use a to set the current element of a list as you are iterating. You would need to use instead of to initialize the loop variable (which, obviously, would have to be declared a rather than an)."
1605,1377285720,0,0.833333333,0,0,4.219434308,4.28241503,0.627511094,1.761984825,0,4.219434308,4.28241503,0.627511094,1.761984825,0,loops,Example of each kind listed in the question:
1606,1377285480,0,0.928571429,2,0.033333333,4.165639881,4.199084272,0.564694503,1.968383493,0,4.165639881,4.199084272,0.564694503,1.968383493,0,loops,"I don't know what you consider pathological, but let me provide some alternatives you could have not seen before: Or its recursive version: Also, a recursive version of the classical : I mention them because you are ""somewhat new to Java"" and this could be interesting."
1607,1396803660,0,0.666666667,0,0,4.260613099,0,0.385926412,0.96621078,0,4.260613099,0,0.385926412,0.96621078,0,loops,A JDK8-style iteration:
1608,1377284820,0,0.8,6,0.1,4.39200781,4.182633367,0.527879634,1.633283661,3,4.39200781,4.182633367,0.527879634,1.633283661,3,loops,"You could always switch out the first and third examples with a while loop and a little more code. This gives you the advantage of being able to use the do-while: Of course, this kind of thing might cause a NullPointerException if the list.size() returns 0, becuase it always gets executed at least once. This can be fixed by testing if element is null before using its attributes / methods tho. Still, it's a lot simpler and easier to use the for loop"
1609,1291769820,0,0.857142857,2,0.033333333,4.253660007,0,0.578512304,0.767107115,0,4.253660007,0,0.578512304,0.767107115,0,loops,"It seems like the cool way of looping in C# and Java is to use foreach instead of C style for loops.Is there a reason why I should prefer this style over the C style? I'm particularly interested in these two cases, but please address as many cases as you need to explain your points."
1610,1291770120,0,0.875,1,0.016666667,4.409360799,0,0.559477245,0.816495429,-2,4.409360799,0,0.559477245,0.816495429,-2,loops,"Two major reasons I can think of are: 1) It abstracts away from the underlying container type. This means, for example, that you don't have to change the code that loops over all the items in the container when you change the container -- you're specifying the of ""do this for every item in the container"", not the. 2) It eliminates the possibility of off-by-one errors. In terms of performing an operation on each item in a list, it's intuitive to just say: It perfectly expresses the intent to the reader, as opposed to manually doing stuff with iterators. Ditto for searching for items."
1611,1291770780,0,0.8,17,0.283333333,4.282301308,4.18350319,0.485234536,1.27715543,0,4.282301308,4.18350319,0.485234536,1.27715543,0,loops,"Imagine that you're the head chef for a restaurant, and you're all preparing a huge omelette for a buffet. You hand a carton of a dozen eggs to each of two of the kitchen staff, and tell them to get cracking, literally. The first one sets up a bowl, opens the crate, grabs each egg in turn - from left to right across the top row, then the bottom row - breaking it against the side of the bowl and then emptying it into the bowl. Eventually he runs out of eggs. A job well done. The second one sets up a bowl, opens the crate, and then dashes off to get a piece of paper and a pen. He writes the numbers 0 through 11 next to the compartments of the egg carton, and the number 0 on the paper. He looks at the number on the paper, finds the compartment labelled 0, removes the egg and cracks it into the bowl. He looks at the 0 on the paper again, thinks ""0 + 1 = 1"", crosses out the 0 and writes 1 on the paper. He grabs the egg from compartment 1 and cracks it. And so on, until the number 12 is on the paper and he knows (without looking!) that there are no more eggs. A job well done. You'd think the second guy was a bit messed in the head, right? The point of working in a high-level language is to avoid having to describe things in a computer's terms, and to be able to describe them in your own terms. The higher-level the language, the more true this is. Incrementing a counter in a loop is a distraction from what you really want to do: process each element. Further to that, linked-list type structures can't be processed efficiently by incrementing a counter and indexing in: ""indexing"" means starting over counting from the beginning. In C, we can process a linked list that we made ourselves by using a pointer for the loop ""counter"" and dereferencing it. We can do this in modern C++ (and to an extent in C# and Java) using ""iterators"", but this still suffers from the indirectness problem. Finally, some languages are high-enough level that the idea of actually to ""perform an operation on each item in a list"" or ""search for an item in a list"" is appalling (in the same way that the head chef shouldn't have to tell the first kitchen staff member how to ensure that all the eggs are cracked). Functions are provided that set up that loop structure, and you tell them - via a higher-order function, or perhaps a comparison value, in the searching case - what to do within the loop. (In fact, you can do these things in C++, although the interfaces are somewhat clumsy.)"
1612,1291770060,0,0.833333333,0,0,4.426174071,4.430063563,0.719534015,1.302286698,0,4.426174071,4.430063563,0.719534015,1.302286698,0,loops,
